* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Dated: Jan 12, 2025 11:02:31 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Measurement: Left Ear AVG
* Smoothing: 1/12 octave
* Frequency Step: 0.33645633 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
337.465698, 87.276
337.802154, 87.274
338.138610, 87.272
338.475067, 87.269
338.811523, 87.267
339.147979, 87.265
339.484436, 87.262
339.820892, 87.260
340.157348, 87.258
340.493805, 87.255
340.830261, 87.253
341.166717, 87.250
341.503174, 87.248
341.839630, 87.246
342.176086, 87.243
342.512543, 87.241
342.848999, 87.238
343.185455, 87.236
343.521912, 87.234
343.858368, 87.231
344.194824, 87.229
344.531281, 87.226
344.867737, 87.224
345.204193, 87.221
345.540650, 87.219
345.877106, 87.216
346.213562, 87.214
346.550019, 87.211
346.886475, 87.209
347.222931, 87.206
347.559388, 87.204
347.895844, 87.201
348.232300, 87.199
348.568757, 87.196
348.905213, 87.194
349.241669, 87.191
349.578126, 87.189
349.914582, 87.186
350.251038, 87.184
350.587495, 87.181
350.923951, 87.178
351.260407, 87.176
351.596864, 87.173
351.933320, 87.170
352.269776, 87.168
352.606233, 87.165
352.942689, 87.163
353.279145, 87.160
353.615602, 87.157
353.952058, 87.155
354.288514, 87.152
354.624971, 87.149
354.961427, 87.146
355.297883, 87.144
355.634340, 87.141
355.970796, 87.138
356.307252, 87.136
356.643708, 87.133
356.980165, 87.130
357.316621, 87.127
357.653077, 87.125
357.989534, 87.122
358.325990, 87.119
358.662446, 87.116
358.998903, 87.113
359.335359, 87.110
359.671815, 87.108
360.008272, 87.105
360.344728, 87.102
360.681184, 87.099
361.017641, 87.096
361.354097, 87.093
361.690553, 87.090
362.027010, 87.088
362.363466, 87.085
362.699922, 87.082
363.036379, 87.079
363.372835, 87.076
363.709291, 87.073
364.045748, 87.070
364.382204, 87.067
364.718660, 87.064
365.055117, 87.061
365.391573, 87.058
365.728029, 87.055
366.064486, 87.052
366.400942, 87.049
366.737398, 87.046
367.073855, 87.043
367.410311, 87.040
367.746767, 87.037
368.083224, 87.034
368.419680, 87.031
368.756136, 87.028
369.092593, 87.025
369.429049, 87.022
369.765505, 87.019
370.101962, 87.016
370.438418, 87.013
370.774874, 87.010
371.111331, 87.006
371.447787, 87.003
371.784243, 87.000
372.120700, 86.997
372.457156, 86.994
372.793612, 86.991
373.130069, 86.988
373.466525, 86.985
373.802981, 86.982
374.139438, 86.978
374.475894, 86.975
374.812350, 86.972
375.148807, 86.969
375.485263, 86.966
375.821719, 86.963
376.158176, 86.959
376.494632, 86.956
376.831088, 86.953
